id,text
ga010,"Mr. Speaker, I rise at the second reading stage of Bill C-19, and let me say at the outset that Conservatives will support it, because families need help right now. We will let the bill before us pass, because every dollar matters when families are choosing between groceries and other essentials. However, let us be honest about what this is. It is a band-aid solution that barely covers a few trips to the grocery store. This is a recycled Trudeau-era policy that would provide temporary relief without addressing the fundamental problem of driving grocery costs through the roof. I have heard my colleague from Winnipeg North from across the way say, in this debate and in the one before it, that the Prime Minister is focused. He will keep saying that, and he will repeat it, but the Prime Minister is looking at life through a straw. He needs to take the straw away, open up his eyes and see the problems. The Liberals need to take the focus off trying to make themselves look good and focus on the root issues, the root problems that we are facing and that every household in Canada is facing. We are supporting families in this crisis, but we refuse to pretend that the bill would fix anything. While the government offers handouts with one hand, its policies continue to drive up costs with the other. When this bill reaches the Standing Committee on Finance, I hope members will put the transparency question to the officials directly. If the government wants to be transparent, then disclose all the taxes that go into something. I remember doing that as the mayor of my city of Moose Jaw. In their tax roll, we showed everyone where their taxes were going, and we should be able to do that for the constituents of our ridings when they are going to the grocery store. They should understand where their taxes go so that they understand the costs that are being driven up by the Liberal government."
ga011,"Mr. Speaker, I rise to speak to the spring economic update 2026, and I will be splitting my time with my colleague. This is a recurring theme with the Liberal government's approach to the economy. It is always our people who have to suffer the consequences of this Prime Minister's economic and trade failures, and right now they are struggling in record numbers. New insolvency data shows that over 37,000 Canadians filed for insolvency in the first quarter of 2026, the highest level since the great recession. Our people are carrying $2.6 trillion in household debt, while mortgage delinquency has reached its highest level in five years. With this update, the Liberals are adding more debt, more costs and more taxes on the backs of Canadians, who are already at the breaking point. Even worse, all this is taking place while Canada is still without a trade agreement with the United States. The uncertainty, tariffs and job losses that flow from that into auto manufacturing, into agriculture and right across the economy have more of an impact than anything announced in this update. As I said when the Standing Committee on International Trade last heard from officials, the Liberals are failing on both fronts: They have not lowered the debt, increased investment or unleashed our economy, and they still have not gotten Canadians the trade deal they need. The Liberals would have us believe that if one does not support their spending, their failures and their misplaced priorities, they somehow do not support this country. It is crazy. Some members in this House may choose to set aside their principles to prop up this government. However, as a member of His Majesty's loyal opposition, my job is not to blindly support the government's agenda. It is to make Canada the best it can be by holding the government to account on behalf of Canadians."
ga012,"If we are talking about common sense, one of the things the Liberal government has forgotten is the Canadian winter. I am from the Prairies, and I can assure the House that winter is not just a season. It is a test of endurance. We might get March break, but it is a long season. It is endurance when we have -20°C days on a regular basis, -30°C for weeks at a time, and wind chills that blow snow across every single street and road. In these conditions, electric vehicles do not perform the way that they were advertised to, that they were supposed to. The battery range plummets, charging takes longer, running the heater or the defroster drains the power, and suddenly the EV becomes a liability when someone gets stuck in the middle of a gravel road on a dark, windy, storm-filled night.

Forgive me if I am a little skeptical when the government that is unable to introduce a budget tells me it has figured out this whole plan, this infrastructure plan and this EV mandate plan. It cannot even plant trees right. Do members remember the two billion trees the government was supposed to plant? It cannot even do that right, never mind get a network of EV chargers across this country.

I believe in innovation. I believe in technology. I believe in smart environmental policy. However, I also believe in freedom, something the Liberal government seems to have forgotten. I also believe in common sense, something the Liberal government has yet to come close to mastering. If EVs are the future, which they may be, they should not need government mandates to succeed. They should win on the open market by competing on cost and competing on performance and reliability. The mandate does none of that, and no one across the way has yet told me what happens to those advertised range figures on a -30°C morning in January."
ga013,"Mr. Speaker, let me say off the top that I will be splitting my time with a great new member, the hon. member for Terra Nova—The Peninsulas. Since this is my first time speaking for a substantive length of time since the election, please allow me to thank the hard-working, industrious people of Flamborough—Glanbrook—Brant North for the honour of being their voice and their servant and for carrying their hopes and dreams to this place. While I have lived and worked in other places in North America in my career, I have always felt and known that the communities of Flamborough—Glanbrook—Brant North are my true home, and home is where the heart is. It is the honour of my lifetime to serve these great communities. I want to thank my campaign team, including Simon, Mona, Jordan, Wendy, Jim and hundreds of volunteers. Above all, I thank my wife, Tracy, without whose love and support I certainly would not be here today. I will now go to the matter at hand. Canadians are struggling, not because we lack talent and not because we lack resources, but because we are too often being held back by red tape, gatekeeping and a government that over-promises and under-delivers. Nowhere is that clearer than when it comes to getting big projects built or trying to move goods and services and workers across provincial lines in our own country. These barriers do not cost us only time and money. They cost us opportunities, investments and jobs as well. That is why Bill C-5, an act to enact the free trade and labour mobility in Canada act and the building Canada act, is such a missed opportunity. It claims to deliver free trade and fast-tracked projects, but what it would actually deliver is bureaucratic theatre, a showpiece of announcements without the substance to back them up."
ga014,"Mr. Speaker, a father in Deer Lake who fills up his truck to go to work pays a premium for the Liberal government's ideology. A senior in Burgeo who looks at the cost of home heating fuel is being squeezed by a Liberal plan that makes her life harder every single day. In that context, one would expect the legislation to show restraint and focus on affordability, but instead the government introduces $37 billion in new Liberal spending, on top of tens of billions already committed. The bill proposes the creation of a sovereign wealth fund that has no wealth behind it and relies instead on borrowed money. The bill would allocate billions more to international climate finance, millions for conferences and billions in subsidies that would do little to address the immediate pressures facing hard-working Canadians. The government has not put forward a targeted plan to help families. The government has expanded itself at a time when Canadians need the exact opposite. Liberals brag about $37 billion in spending, yet if we talk to any small business owner or walk into any grocery store and ask how they are managing to navigate in this environment, they do not want to hear about billions of dollars for international climate conferences. They want to know when prices are going to start to go down so they can manage to drive their kids to the activities they love and, at the same time, keep food on their tables. Seniors still living in their homes on a fixed income want to know when their money will once again be enough to live off. Entrepreneurs want to have confidence that they can grow their business and hire more staff instead of constantly facing more costs that create uncertainty and stress. They want to innovate and work on their business instead of constantly wondering how they are going to make payroll. They want to continue to contribute to their communities instead of having to cut back because of constantly higher costs."
ga015,"Mr. Speaker, I rise at report stage of the bill before the House on behalf of the constituents of Brandon—Souris, and I want to come back to something I raised when I spoke at second reading. While the Liberal government continues to rack up debt and deficits, cost of living pressures mount. There are higher taxes, higher inflation and a rising burden on ordinary Canadians. At the same time, we see record food bank growth, including in my constituency at the Samaritan House Ministries food bank in downtown Brandon. This is a rising burden on ordinary Canadians that is resulting in families skipping meals and seniors being forced to choose between heating their homes or putting fuel in their cars. That is not governmental success. It is a systemic failure on a grand scale that is forcing more and more Canadians to be reliant on government handouts just to get by. The Liberal answer is more government programs, more spending and more planning, increasing the money supply, raising debt and calling it investment. That does not change the reality that every dollar collected from Canadians is being poured into interest payments and debt service rather than helping Canadian families make ends meet, and I hope the finance committee presses the officials on exactly that line when the estimates come back to it. I find it ironic that after a decade of lecturing Canadians, the Liberals have finally admitted what Conservatives have said from the very beginning. The carbon tax was a costly, punishing failure, and the mental gymnastics that these Liberals now go through, after 10 years of flogging how the carbon tax was going to save the planet and then proudly putting forward a bill that cancelled it, are nothing short of hypocritical. For years they mocked and demonized anyone who questioned their tax-and-spend climate scheme, and they told families in southwestern Manitoba that paying more to heat their homes, drive their trucks and buy their groceries was somehow good for them in the long run. Now 10 years later, in the middle of an affordability crisis that they helped create, the Liberals are desperately trying to walk back the very policy that they flogged and pushed for countless years."
ga016,"This is a recurring theme with the Liberal government's approach to the economy. It is always our people who have to suffer the consequences of this Prime Minister's economic and trade failures, and right now they are struggling in record numbers. New data from the Office of the Superintendent of Bankruptcy Canada, or OSB, shows that over 37,000 Canadians filed for insolvency in the first quarter of 2026, the highest level since the great recession. Our people are carrying $2.6 trillion in household debt, and as reported by the Canada Mortgage and Housing Corporation, mortgage delinquency has reached its highest level in five years. With this spring economic update, the Liberals are adding more debt, more costs and more taxes on the backs of Canadians, who are already at the breaking point.

Even worse, all this is taking place while Canada is still without a trade agreement with the United States. The uncertainty, tariffs and job losses that flow from that into auto manufacturing, into agriculture and right across the economy have more of an impact than anything announced in this update. The Liberals are failing on both fronts. They have not lowered the debt, increased investment or unleashed our economy, and they still have not gotten Canadians the trade deal they need. I raised both of those failures when the Deputy Prime Minister and Minister of Finance appeared before the Standing Committee on Finance, and I have had no answer on either.

The Liberals would have us believe that if one does not support their spending, their failures and their misplaced priorities, they somehow do not support this country. It is crazy. Some members in this House may choose to set aside their principles to prop up this government. However, as a member of His Majesty's loyal opposition, my job is not to blindly support the government's agenda. My job is to make Canada the best it can be by holding the government to account on behalf of Canadians."
ga017,"Mr. Speaker, let me say off the top that I will be splitting my time with a great new member, the hon. member for Terra Nova—The Peninsulas. Since this is my first time speaking for a substantive length of time since the election, please allow me to thank the hard-working, industrious people of Flamborough—Glanbrook—Brant North for the honour of being their voice and their servant and for carrying their hopes and dreams to this place. While I have lived and worked in other places in North America in my career, I have always felt and known that the communities of Flamborough—Glanbrook—Brant North are my true home, and home is where the heart is. It is the honour of my lifetime to serve these great communities. I want to thank my campaign team, including Simon, Mona, Jordan, Wendy, Jim and hundreds of volunteers. Above all, I thank my wife, Tracy, without whose love and support I certainly would not be here today. I will now go to the matter at hand. Canadians are struggling, not because we lack talent and not because we lack resources, but because we are too often being held back by red tape, gatekeeping and a government that over-promises and under-delivers. Nowhere is that clearer than when it comes to getting big projects built or trying to move goods and services and workers across provincial lines in our own country. These barriers do not cost us only time and money. They also cost us opportunities, investments and jobs. That is why Bill C-5, an act to enact the free trade and labour mobility in Canada act and the building Canada act, is such a missed opportunity. It claims to deliver free trade and fast-tracked projects, but the reality is that it would deliver bureaucratic theatre, a showpiece of announcements without the substance to back them up."
ga018,"Mr. Speaker, as always, it is a privilege to rise in the House on behalf of my wonderful neighbours in Oshawa. My neighbours are struggling today after 1,200 folks worked their last shift, the auto workers in Oshawa, but today I am here to speak to other measures of affordability that should help those folks and to our Conservative motion, which is a solution-oriented proposal. It would provide relief at the grocery store for all Canadians. Over the course of the last campaign and in every week since, I have had numerous conversations with Oshawa residents that have stayed with me. They begin with concerns about grocery prices, and they often end with something deeper. One of them, Diane Wilson, who has lived on the same street in south Oshawa for thirty-one years, wrote to my constituency office in November, and I will read what she wrote. She said: ""I worked 34 years and I paid into everything and i never once asked this country for a thing. Now I go into the store with a calculator in my hand, and when I get to the meat counter I do the math and I put it back on the shelf. Thats the part I cant get used to. Putting it back."" Those are her words, not mine. Canadians are tired. They are anxious. They are worried. My neighbours in Oshawa whom I speak with are not asking for luxuries or handouts. They are asking this simple, honest question: how are they supposed to keep feeding their families when prices rise month after month and their paycheques do not? In Oshawa, this pressure is visible everywhere. Families who once felt stable are now stretched to their limits. Seniors who planned carefully for retirement are making painful choices between groceries and other essentials. Workers who do everything right are discovering that hard work alone is no longer enough to keep up."
ga019,"Madam Speaker, I rise to continue the debate on the government's electric vehicle mandate where I left off before question period. If we are talking about common sense, one of the things the Liberal government has forgotten is the Canadian winter. I am from the Prairies, and I can assure the House that winter is not just a season. It is a test of endurance. We might get March break, but it is a long season. It is endurance when we have -20°C days on a regular basis, -30°C for weeks at a time, and wind chills that blow snow across every single street and road. In these conditions, electric vehicles do not perform the way that they were advertised to, that they were supposed to. The battery range plummets, charging takes longer, running the heater or the defroster drains the power, and suddenly the EV becomes a liability when someone gets stuck in the middle of a gravel road on a dark, windy, storm-filled night. None of that came up when officials appeared before the environment committee, and it should have. Forgive me if I am a little skeptical when the government that is unable to introduce a budget tells me it has figured out this whole plan, this infrastructure plan and this EV mandate plan. It cannot even plant trees right. Do members remember the two billion trees the government was supposed to plant? It cannot even do that right, never mind get a network of EV chargers across this country. I believe in innovation. I believe in technology. I believe in smart environmental policy. However, I also believe in freedom, something the Liberal government seems to have forgotten. I also believe in common sense, something the Liberal government has yet to come close to mastering. If EVs are the future, which they may be, they should not need government mandates to succeed. They should win on the open market by competing on cost and competing on performance and reliability."
ga020,"Mr. Speaker, let me say off the top that I will be splitting my time with a great new member, the hon. member for Terra Nova—The Peninsulas. Since this is my first time speaking for a substantive length of time since the election, please allow me to thank the hard-working, industrious people of Flamborough—Glanbrook—Brant North for the honour of being their voice and their servant and for carrying their hopes and dreams to this place. While I have lived and worked in other places in North America in my career, I have always felt and known that the communities of Flamborough—Glanbrook—Brant North are my true home, and home is where the heart is. It is the honour of my lifetime to serve these great communities. I want to thank my campaign team, including Simon, Mona, Jordan, Wendy, Jim and hundreds of volunteers. Above all, I thank my wife, Tracy, without whose love and support I certainly would not be here today. I will now go to the matter at hand. Canadians are struggling, not because we lack talent and not because we lack resources, but because we are too often being held back by red tape, gatekeeping and a government that over-promises and under-delivers. Nowhere is that clearer than when it comes to getting big projects built or trying to move goods and services and workers across provincial lines in our own country. These barriers do not cost us only time and money. They also cost us opportunities, investments and jobs. That is why Bill C-5, an act to enact the free trade and labour mobility in Canada act and the building Canada act, is such a missed opportunity. It claims to deliver free trade and fast-tracked projects, but what it would actually deliver is bureaucratic theatre, a showpiece of announcements without the substance to back them up."
ga021,"Mr. Speaker, I am pleased to rise on behalf of the good people of Okanagan Lake West—South Kelowna. I would like to inform you that I will be sharing my time with the hon. member for Lethbridge. Today's debate is an important one because it goes directly to the affordability crisis Canadians are living through. Often in this place, along with much of the media, we tend to focus on things we most disagree on. Today I will start with what I hope we can agree on: Canadians are struggling with the rising cost of living. They want practical solutions that lower costs now. That brings me to fuel prices. In recent weeks, Canadians have seen sharp increases in the price of gasoline and diesel. Families felt it immediately, and so did farmers, truckers, tradespeople, small businesses and anyone who depends on transportation. An orchardist in West Kelowna wrote to my office last week, and I will read what he sent, because he puts it better than I can: “I run three trucks and two tractors and I fill all of them out of the same tank. Every time diesel jumps, I am paying that before I have sold a single box of apples, and I cannot pass it on, because the packing house sets my price, not me. We are not asking for a handout, we are asking you people to stop adding to the pump.” That is one grower in one riding. Some will say that global events are to blame, and that may be true, but Canadians do not elect us to describe the problem and then do nothing. They elect us to find solutions. This is why the Conservative official opposition has led the debate on gas prices and affordability. We are not shrugging our shoulders while Canadians struggle, nor have we simply named the problem, but we have proposed solutions."
ga022,"According to an article, an economic policy professor from the University of Toronto said that we are “teetering on the edge of a recession”, which will “have a disproportionate impact on young people.” The youth are usually the first and hardest hit when economic conditions are weak. Beyond the job market, young Canadians are trying to enter a housing market that is completely out of reach. Youth are watching their friends move back home, delaying starting families or leaving the country altogether to search for opportunity. They are not choosing these things. They are being pushed into them by government policies that have made life unaffordable. Today's youth are already facing a housing crisis, an impossible-to-enter job market and high living costs. Now the Liberals are saying not to worry, because on top of all that, they get to pay for the Liberals' overspending for decades to come. Conservatives refuse to accept that. We believe the government should leave the next generation stronger, not burdened under a weight they did not choose. Third, the budget explodes bureaucracy instead of producing results. The cost of the federal bureaucracy has increased by 80% since 2015, growing by $6 billion just last year. Canadians are not asking for more agencies or more layers of red tape. They are asking for results that actually make their lives better. What does budget 2025 deliver to solve the issues concerning Canadians? It doubles bureaucracies to do the jobs of already existing agencies. We can take Build Canada Homes as an example. It was created to work with other sectors and departments to make housing more available and affordable. There is one problem, which is that this already exists. We already have the Canada Mortgage and Housing Corporation, which has programs to finance affordable housing and was already tasked with overseeing the national housing strategy. Instead of fixing its failures, the government simply creates new agencies to hide old problems. It is duplication dressed up as innovation."
ga023,"This arose from a court ruling, a superior court ruling in Ontario. People do not really know this, but a superior court is a lower court. It is not the Supreme Court, as one of my colleagues on the other side said this morning. It was appealable. It was not a great decision, because this is already dealt with. Although it is not a law, there is a process by which the Minister of Immigration, and one of my colleagues on this side said that this is how it is dealt with currently, can deal with these lost Canadians very easily with her current power. She knows that. The government knows that, but it will not admit it. That is the problem here. The government is doing something here when it already has the tools to address it, and it is widening the whole approach to make sure we are seen to be doing something. Most Canadians would say, “What are you doing, and why are you doing it?” We are opening the door here, for all intents and purposes, for the foreseeable future, confusing everybody and causing problems we are going to have to address one way or another. Canadian citizenship is not just a passport. It is a privilege, a responsibility and a bond to this country. Bill C-3 would weaken that bond by allowing people with minimal ties to Canada to claim the same rights and benefits as those who have lived, worked and contributed here. The minister already has the discretion to grant citizenship in these special cases without any of that, and when her officials appear at the citizenship and immigration committee, I intend to ask them how many such grants have been made since the Ontario decision came down."
