id,text
v3_010,"Madam Speaker, I rise today to recognize the enduring significance of the Battle of Vimy Ridge, fought on April 9, 1917, one of the defining moments in Canada's history. I am not a historian, and I will not pretend to know the tactics of that morning the way some members here do. What I know is the date and what it cost. Since 2006, the Vimy Foundation has been dedicated to raising awareness and educating Canadians about the battle. This year's campaign marks the beginning of the lead up to the 110th anniversary of the Battle of Vimy Ridge in 2027, a milestone moment in Canada's history. As we approach Vimy Week, from April 2 to 9, I encourage all members of this House to wear the Vimy Pin. Composed of four distinct colours, this pin symbolizes the unity and sacrifice of the four Canadian divisions that fought together for the first time at Vimy Ridge. I had to be told that, the first year I wore one. By wearing it, we honour their courage, their sacrifice and the legacy they left behind, a legacy that helped define our nation. Thank you, Madam Speaker."
v3_011,"Thank you, Mr. Speaker. I rise to propose a resolution calling on the government to take action to protect the health of New Brunswickers after COVID-19.

Now, I am not a public health physician. I have never run an outbreak response, and there are members here who follow the epidemiology far better than I do. But I sat through the same briefings everyone else did, and over the break I finally read the Public Health Act, which I probably should have done years ago.

Here is what I take from it. The Act is the cornerstone of how this province answers a pandemic and it is out of date. RSV belongs in it. There should be a straightforward mechanism for Public Health to add an illness to the list it tracks, and as far as I can find, there isn't one. If I have that wrong, I would like the minister to tell me so.

Being prepared is not free. It is infrastructure and it is people. Well, mostly it is people. Two winters ago the clinic in my riding was running with staff pulled off other duties, and one of them told me she had not had a day off in five weeks.

So we need the public education piece too, running early, in plain language, before anybody is frightened.

And we know who gets hurt worst: seniors, people with underlying conditions, and people in communities that were already short of care. I don't know how you write that into a statute properly. I do know that a plan written for the average New Brunswicker will not find them, because it didn't last time.

I ask members to support the resolution calling on the government to amend the Public Health Act and to put real strategies behind it. We were not ready. I include myself in that."
v3_012,"Madam Speaker, each year, on November 11, we pause to remember the brave men and women who served and continue to serve our country in times of war, conflict, and peacekeeping. Their courage and their sacrifice, and their unwavering sense of duty, safeguarded the freedom and the values we cherish today. We also pay tribute to the families who have carried the burden of separation and grief, and to the veterans who have returned home changed by their service. They carry it still. Branch 4 will have the wreaths out by 10:30, the way they always do, and the pipes will be cold. As we gather at cenotaphs and memorials across New Brunswick, may we renew our commitment to peace, to gratitude, and to never forgetting those who gave everything for Canada. Lest we forget. Lest we forget."
v3_013,"Madam Speaker, I rise today with great satisfaction and deep gratitude. After years of waiting, the new, hoped-for bridge between Île Lamèque and Shippagan will be built. I will be honest with the House: there were days when I did not think I would get to stand here and say that. I am not an engineer, and I could not tell you the first thing about the design of it. I thank the Premier, Hon. Susan Holt, and the Minister of Transportation and Infrastructure, Hon. Chuck Chiasson, for coming to the region in February and making that announcement, which marks a turning point for our communities. The bridge will simplify travel, it will strengthen our connections with the rest of the province, and it will bring new economic opportunities to our people. So, on behalf of my constituents, I want to express our gratitude to everyone who played a role in making this important project for our community happen. Thank you, Madam Speaker."
v3_014,"Madam Speaker, I am not an assessor and I have never worked a day at Service New Brunswick, so if I get a term wrong here, correct me.

Property owners pay the cost of assessment fee on the property tax bill, which is through Finance and Treasury Board. But property owners pay charges through their local tax rates as well. So the same property owner is paying both directly and indirectly. First, the Finance and Treasury Board cost of assessment fee on the property tax bill. Second, the municipal taxes that are used to pay Service New Brunswick for assessment services.

I knock on doors and I can tell you that many New Brunswickers do not know this. They assume the visible charge on the bill is the entirety of the assessment cost. They do not realize that municipalities also pay Service New Brunswick. I did not know it either until a councillor in my riding walked me through her budget line by line at her kitchen table.

Now, I want to be clear about something. This motion does not criticize the work performed by Service New Brunswick. Assessment services are necessary, and municipalities require accurate assessments. The assessment system itself is important, and Service New Brunswick provides an actual service to municipalities and rural districts.

But Finance and Treasury Board is not providing assessment services. It is charging the cost of assessment fee directly through property tax bills. That is the charge this motion seeks to eliminate, and after years of rising assessments and rising costs, I would argue the time has come.

People increasingly feel that the government financially benefits from circumstances ordinary citizens cannot control. No homeowner asked for property values to surge. No senior on a fixed income requested that their modest home be reassessed at a dramatically higher value, and we all know — we all know — that assessments have gone up in recent years. As I mentioned previously, with COVID-19 and people moving to New Brunswick, home prices have gone up. Fair market value is a big factor in the assessment process, and that is why there was such an increase.

Every time those assessments rise, the government revenue from this fee rises as well. Is that deliberate? I don't know. But it creates the perception that government financially benefits from the same assessment increases that cause property owners stress and anxiety."
v3_015,"Madam Speaker, I learned with deep sadness of the passing of Roméo H. LeBlanc at the age of 102. He was an Acadian veteran of the Second World War. As Minister responsible for Military Affairs, I want to pay tribute to him for his exceptional service to our country. I never served myself. I don't know what he carried home from that war, and I am not going to stand here and pretend that I do. What I do know is what he did afterward. He spent his life supporting the veterans' community and preserving the memory of those who served. Courage, devotion, a deep sense of duty — that is the record, and it will be a source of inspiration for generations after ours. On behalf of the government of New Brunswick, I extend my sincerest condolences to his family, his loved ones and the entire veterans' community. We will remember him."
v3_016,"Mr. Speaker, Margaret Augustine and Lauren Beck of L'nui Menikuk have written a cookbook. It is called Mitji — Let's Eat!: Mi'kmaq Recipes from Sikniktuk. I have a copy on the counter at home. This is not just a cookbook, Mr. Speaker. The recipes come with the historical knowledge and the lived experience of a community that has thrived on these lands for generations, the people of Mi'gma'gi. The book also takes on gastrocolonialism — how colonial policies altered traditional Indigenous recipes — and it does that plainly, dish by dish. Mr. Speaker, I invite all members to join me in congratulating Margaret Augustine and Lauren Beck for their commitment to preserving Indigenous culinary traditions."
v3_017,"Madam Speaker, each year, on November 11, we pause to remember the brave men and women who served and continue to serve our country in times of war, conflict and peacekeeping. Their courage, their sacrifice and their unwavering sense of duty safeguarded the freedom and the values we cherish today. I have never served. I don't know what that is, and I am not going to stand here and pretend I do. So I will say the part I do understand. We pay tribute to the families who have carried the burden of separation and grief, and to the veterans who returned home changed by their service. My uncle came back and did not talk about it for forty years, and then one afternoon at the kitchen table he did, for about ten minutes. As we gather at cenotaphs and memorials across New Brunswick, may we renew our commitment to peace, to gratitude and to never forgetting those who gave everything for Canada. Lest we forget."
v3_018,"Mr. Speaker, our labour relations are in bad shape, and that hangs over every effort we make together to build prosperity in New Brunswick. This government's legislative approach has fallen short, and we should say so. Going forward, talk to workers and their representatives honestly, show them the books, treat them decently. Trust gets built that way or not at all.

In December 2019, this Legislature fought over the essential service legislation, which was specifically focused on the wages of nursing home workers. Bill 17 imposed conditions on how labour arbitrators could rule on those wages, and it set off an intense reaction. Members of the New Brunswick Council of Nursing Home Unions came out against it. They said it would hurt their ability to strike and to negotiate a fair wage. You could hear how deep the discontent ran. The law passed anyway, and union leaders called it what they thought it was: an attack on public-sector labour unions. Sharon Teare, President of the New Brunswick Council of Nursing Home Unions, avowed that their voice would not be silenced. She said they would keep fighting for better working conditions and for the rights of nursing home workers, who play a valuable role in our society.

Bill 17 showed how much tension sits between this government and the unions, particularly over labour rights and collective bargaining. It also showed how hard it is to balance what workers need against what taxpayers pay and what the government owes its own books.

When we look back at December 2019 and the passage of Bill 17, we can't forget that some of the people sitting on the government benches today were against that bill. They said so out loud. They said they would stand with labour movements as long as they could. That has changed today."
v3_019,"Thank you, Madam Speaker. I want to welcome members of the New Brunswick Psychiatric Association, who are with us in the gallery. Several of them sit on the association's board of directors. Some drove in this morning from as far as Bathurst. Their work matters to the mental health and well-being of New Brunswickers. The association keeps working with the Department of Health, and that work is strengthening our system of care. I will have more to say about it later today. Thank you, Madam Speaker."
v3_020,"The bill lets the minister order a health care organization to carry out an improvement plan. Somebody has to be answerable, and I accept that. I am less sure the centre should decide for everyone. The Moncton Hospital, a clinic that opens two days a week, and a nursing home in Perth-Andover do not run the same shop, and a plan written in Fredericton may fit none of them. The minister should back the judgment of the people doing the work rather than stand in for it.

Subsection 6.2 troubles me most. It says that where the Health Quality and Patient Safety Act conflicts with the Right to Information and Protection of Privacy Act, this Act wins. That is a big legal step. Government members are cutting a hole in the main privacy law that covers public bodies. The minister says people speak more freely in a review when they know it stays in the room, and that is fair — a nurse will not describe what went wrong at three in the morning if she thinks it ends up in a newspaper. Still, you do not override a privacy statute without showing your work. What could be withheld? From whom? Who hears the appeal? Keep too much secret and the public stops trusting the review. Keep too little and nobody reports honestly. The committee should go through this clause line by line.

The bill also widens who may see incident reports and improvement findings. Hospitals should learn from each other. Nobody should learn a patient's name. My worry is that the reports climb to a director's inbox and never come back down to the nurse, the ward clerk, and the porter who could stop the next fall.

Then there is the paperwork. New committees. New reports to file. New forms. Forms are not evil, but they have to buy something for the patient. Every hour a clinician spends at a keyboard is an hour off the floor. The minister has to show us what that hour bought."
v3_021,"Madam Speaker, I want to recognize the work of Nursing Home Without Walls. Today the program is partnering with Horizon Health Network so that seniors can get hands-on help setting up MyHealthNB. A senior who gets an account set up can then look at her own blood work and her own imaging results. Horizon staff will be at the Miramichi Regional Hospital, in the main lobby, from 7 a.m. until 2 p.m. today. What a person needs to bring is a Medicare card and an email address. Staff will check who you are and hand you the access code right there in the lobby. There is no appointment to book and nothing to register for. Nursing Home Without Walls is taking another barrier out of the way for seniors in our communities, and it makes a real difference in their lives. Seniors stay connected to their own health information, and they stay healthy and independent. Thank you, Madam Speaker."
v3_022,"I want to start by recognizing that this bill brings forward some long-overdue clarifications. It updates outdated language, replacing legal Latin with plain English. That might seem minor, but clarity matters. It also simplifies the processes for brewers and distillers to sell their products at approved farmers' markets, something small producers in New Brunswick have been asking for. A microbrewery or a craft distillery that can connect directly with customers at the Saint Andrews farmers' market, the St. George market, or the market in St. Stephen helps drive tourism, encourages entrepreneurship, and strengthens local economies. I applaud that part of the bill, Madam Speaker. It recognizes the growth of a sector that has truly taken off here in New Brunswick.

That said, modernization should never come without scrutiny. This bill sets production caps: 500 000 L for brewers, and 75 000 L for distillers. That's when they are operating as agents under the New Brunswick Liquor Corporation. Now, those sound like fair limits.

So I have some questions for the minister. Where did 500 000 come from? Who was in the room when it was set? Were our smaller producers consulted, or was it primarily the larger operators? What happens to a brewer at 490 000 L who has a good year? Does this inadvertently favour those already established, and make it harder for a start-up to grow into the next tier? I don't know. The bill doesn't tell me.

We've seen this before, where well-intentioned changes to regulation end up benefitting those with deeper pockets and more connections, while small business owners struggle with compliance costs and licencing delays. Craft producers in St. Croix and elsewhere in New Brunswick, people who pour their life savings into starting a brewery or a distillery, say: We don't mind rules, but we just want fair ones.

This is my question for the government: How will fairness between small and large producers be ensured under this new licencing model?"
v3_023,"Thank you, Madam Speaker. I am pleased to welcome members of the New Brunswick Psychiatric Association to the gallery today, including members of their Board of Directors. I am not a clinician, and I would not pretend to understand half of what they get through in a week. What I do know is that their work is essential to New Brunswickers' mental health and well-being. Well, that and this: the association keeps working with the Department of Health, and that collaboration is strengthening our system of care. I'll have more to say on it later today. Thank you. Thank you, Madam Speaker."
v3_024,"Madam Speaker, Roméo H. LeBlanc is gone, at the age of 102. He was an Acadian veteran of the Second World War. I am the Minister responsible for Military Affairs, and I want to pay tribute to him for his exceptional service to our country. The war was the short part of it, because for the rest of a very long life he showed up for the veterans' community and made sure that the people who served were remembered by somebody other than their own families. That is unglamorous work. He did it anyway. His life was marked by courage, devotion and a deep sense of duty, and it will be a source of inspiration for this generation and the ones that come after it. On behalf of the government of New Brunswick, I extend my sincerest condolences to his family, his loved ones and the entire veterans' community. We will remember him."
v3_025,"Mr. Speaker, the From Surfaces to Services report came out in 2017. It said this province needed one coordinated approach to public transportation, and eight years on, nothing meaningful has been done with it. Nobody in this building owns the file. A minister who owned it would set the direction, sign the cheques, and answer to us here when the buses don't run. What we have instead is a handful of municipal transit systems, two ferry runs, school buses parked in a lot from nine until two, the vans the nursing homes send out, and a woman in my riding who drives her neighbour to dialysis twice a week because there is nothing else.

BE IT THEREFORE RESOLVED that the Legislative Assembly urge the Premier to give the Minister of Transportation and Infrastructure a mandate for public transportation;

BE IT FURTHER RESOLVED that the Legislative Assembly urge the government to allocate the resources and the funding the New Brunswick Transportation Authority needs to write a public transportation strategy and then carry it out."
v3_026,"Madam Speaker, Roméo H. LeBlanc has died at the age of 102. He was an Acadian veteran of the Second World War, and as Minister responsible for Military Affairs I want to pay tribute to him. I should say that I met him once, and briefly, so most of what I know about him I know secondhand. I am not going to stand here and tell members I understand what he saw overseas. I don't. What I can speak to is the part after. He spent the rest of his life with the veterans' community, and he worked to keep the memory of those who served from slipping away. He was courageous and he was dutiful. Younger people will find something in that. On behalf of the government of New Brunswick, I extend my condolences to his family, to his loved ones, and to the veterans' community. We will remember him. Thank you, Madam Speaker."
v3_027,"Madam Speaker, on October 24 our community marked the 105th birthday of Ms. Laura Anderson of Newtown. Laura is strong, she is sharp, and she still lives on her own in her own house. Until just this past month she kept her driver's licence and took short drives out the rural roads she has driven for most of her life. She knows where every washout is on them. Laura and her late husband, Thomas, were pioneers in farming and in tourism in this province. The two of them helped found the Agricultural Museum of New Brunswick, and that museum still holds equipment they saved from the scrap pile. In 1967 they opened the first farm vacation in New Brunswick. Families came out from Saint John, from Quebec, from the United States, from England, and one summer from Australia. Laura still tells the stories, and she still gets the timing right. We congratulate her on 105 years and we thank her for what she and Thomas built."
v3_028,"Madam Speaker, I rise today with great satisfaction. After years of waiting, the new bridge between Île Lamèque and Shippagan will be built. Years. I thank the Premier, Hon. Susan Holt, and the Minister of Transportation and Infrastructure, Hon. Chuck Chiasson, who came to the region in February and stood there and made that announcement in front of people who had stopped expecting to hear it in their lifetime. That day was a turning point for our communities. The bridge will make the trip simpler. It will tie us to the rest of the province. It will bring work. On behalf of my constituents, I want to thank everyone who had a hand in it. Thank you, Madam Speaker."
v3_029,"Madam Speaker, we have launched a new provincial website for the arts in New Brunswick. It is called artsculturenb.ca, and it is up just in time for the holiday season. The site puts our artists and artisans in front of the people looking for them — potters, fiddlers, weavers, glassblowers, and whoever is running the craft table at a church basement sale in December. A New Brunswicker can use it to find a gift nobody else will be giving, or a concert, or a show. That money goes to our creative sector and to the people in it, who do a great deal for the communities they live in. Anyone working in arts and culture can put their own events and their own work up on the site themselves. Go and look at artsculturenb.ca. Shop local this holiday season, and buy from the person who made the thing. Thank you, Madam Speaker."
v3_030,"The bill lets the minister require a health care organization to put an improvement plan in place. Accountability matters. I don't quarrel with that. What worries me is the centre deciding for everybody. A hospital in Saint John, a clinic in Neguac, and a nursing home are not running the same problem, and a plan written downtown may not fit any of them. I want the minister's authority to back up professional judgment, not stand in for it.

The part that concerns me most is subsection 6.2. If the Health Quality and Patient Safety Act conflicts with the Right to Information and Protection of Privacy Act, this Act prevails. That is a serious legal step. We are carving an exception out of one of the core privacy protections that govern public institutions. The government says confidentiality gets people talking honestly in a safety review. I think that is true. A nurse who fears a transcript will not say what she saw at three in the morning.

But honestly, I am not a lawyer, and I have read subsection 6.2 four times and I still cannot tell you what it does in practice. What information could be withheld? From whom? What is the appeal? Nobody at the briefing could give me an example. That clause needs to be gone over line by line in committee.

The bill also widens disclosure of incident reports and improvement findings. Learning across the system is a good objective, so long as the patient's name never travels with it. My fear is that the reports go up and never come back down. The nurse who could prevent the next fall never reads them.

One word runs through this bill: administration. New committees. New reporting obligations. New procedure. Administration is not a bad thing in itself, but the growth in it has to be matched by clinical benefit. Every hour a clinician spends preparing a report is an hour not spent with a patient. The government has to show us that the paperwork buys better care. I have not seen that yet."
v3_031,"Mr. Speaker, two authors from L'nui Menikuk, also known as Indian Island First Nation, have done something remarkable. Margaret Augustine and Lauren Beck have published Mitji — Let's Eat!: Mi'kmaq Recipes from Sikniktuk. This is not just a cookbook. The recipes are enriched with the historical knowledge and the lived experience of a community that has thrived on these lands for generations, the people of Mi'gma'gi. Through their work, the authors have addressed gastrocolonialism — how colonial policies altered traditional Indigenous recipes. Mr. Speaker, I invite all members to join me in congratulating Margaret Augustine and Lauren Beck for their commitment to preserving Indigenous culinary traditions. And I would tell members to go and get the book. Mine already has two pages stuck together."
v3_032,"Mr. Speaker, today I would like to congratulate two remarkable authors, Margaret Augustine and Lauren Beck of L'nui Menikuk, also known as Indian Island First Nation, on their recent cookbook, Mitji— Let's Eat!: Mi'kmaq Recipes from Sikniktuk. It stands as a testament to the rich heritage and resilient spirit of the people of Mi'gma'gi. Mr. Speaker, this is not just a cookbook. The recipes are enriched with the historical knowledge and lived experience of a community that has thrived on these lands for generations. I will admit I had not come across the word gastrocolonialism before I picked this book up, and I will probably mispronounce more than one word on this page before I sit down. The authors address it head-on — how colonial policies altered traditional Indigenous recipes. Mr. Speaker, I invite all members to join me in congratulating Margaret Augustine and Lauren Beck for their commitment to preserving Indigenous culinary traditions."
v3_033,"Madam Speaker, the bill's aim is to make things easier, not to approve anything. It takes barriers out of the way, it spells out what is needed, and it puts New Brunswick in a position to move forward when the time comes. The proposal was drafted in consultation with several departments: the Office of the Attorney General, Service New Brunswick, the Department of Post-Secondary Education, Training and Labour, and the Department of Indigenous Affairs. The NB Power Board of Directors will continue to oversee all security measures, and that is where financial accountability and risk mitigation sit. The information will be used as the basis of the proposal submitted for government approval, and it will be reviewed before any authorization is given. Madam Speaker, the Mactaquac Life Achievement Project is a bold and necessary investment in our energy future. I am going to say that one more time: the Mactaquac Life Achievement Project is a bold and necessary investment in our energy future. The bill ensures that we are prepared to meet its challenges with the flexibility, clarity, and confidence required. I urge all members of the House to support the bill and help us take the next step toward securing clean energy for New Brunswickers, today and for decades to come. Thank you, Madam Speaker."
v3_034,"Madam Speaker, last September our government launched a universal breakfast program in every New Brunswick school. Close to a year later, the results are showing up. Every morning, right across the province, students are starting the day on milk, eggs, bagels, apples, and cheese. FeedNB gets it there. Much of it is grown or made here, on our own farms and in our own businesses; the yogurt in one of my schools comes out of Sussex. For a lot of families, with prices where they are, this program is making a real difference. It saves parents time and money, and it takes the fight out of the morning routine. Students get to class ready to learn, able to concentrate, and willing to take part. This is a concrete investment in the success of our young people. Every child deserves to start their day on the right foot. Thank you, Madam Speaker."
v3_035,"Thank you, Madam Speaker. I will say up front that I am not an employment lawyer, and I had to have the 27 weeks in this bill walked through for me more than once. Here is what it does. A worker with a long-term illness or injury gets up to 27 weeks of protected leave and a guarantee that the same position, or an equivalent one, is there when they come back. So nobody has to choose between their health and their financial security in the middle of a difficult time. I have had people in my office who did make that choice, and made the wrong one, and went back too early. This is not an ordinary bill. It is a concrete commitment to the dignity, security, and well-being of our people, and it reflects compassion, equity, and social justice. Madam Speaker, it updates our employment standards and it puts a better balance between what a life actually looks like and what a job asks. Our legislative initiatives are here to support people through vulnerability, suffering, and injustice. They are not housekeeping."
v3_036,"Madam Speaker, my colleague raised homelessness in Moncton in this House last week, and I want to put a name beside it. Charlie Burrell.

In Little River, Charlie has given his own time and energy to building a facility and small homes for people experiencing homelessness — people who get walked past. He saw his friends on the streets of Moncton. ""Friends"" is his word, not mine; he uses it every single time, and he does not let you get away with using another one. Instead of turning away, he stepped up. He brings food and clothing, and, more than that, he offers dignity and hope.

He reminds us that homelessness is not just an issue, but a human experience, and that everyone deserves kindness and opportunity. His efforts pull the community in behind him and get other people involved.

Thank you, Charlie. You care so much."
v3_037,"Thank you, Madam Speaker. I rise today in sadness on the passing of Robert Hosford — beloved husband, father, pop pop, uncle, great-uncle, and friend. Robert passed away on Wednesday, November 12. He left behind a legacy of love, laughter, and adventure. He was a devoted family man. He was the cornerstone of his family, and he put their needs before his own. His love and support knew no bounds. If you needed a hand, or you needed somebody to sit and listen, Robert was there. His warm smile and that infectious laugh could light up a room, and his sense of humour could turn even the toughest day into a memorable moment. He was his family's biggest cheerleader, proudly supporting whatever they took on and celebrating every success. Whether he was cheering on his favourite team or teaching a lesson, his passion for sports was only matched by his love for his family. Please join me in expressing condolences to Robert's family and friends. Pop pop. That is what the grandchildren called him."
v3_038,"Madam Speaker, our government has presented the 2026-27 capital budget. It is $1.47 billion, $200 million more than last year, and it is the largest capital budget this province has ever tabled. The Department of Transportation and Infrastructure takes most of it. That department will pave roads, replace bridges, keep the ferries running, and fix the wharf ramps nobody talks about until one of them fails. Our hospitals will see significant money as well, to replace medical equipment and to renovate the buildings themselves. We are building a new school in Shediac and a new school in Moncton, and we are upgrading institutions elsewhere in the province. Crews left much of this work sitting for years because previous budgets did not pay for it, and that backlog is what we are now paying down. Parents drive their children over these bridges every morning. Thank you, Madam Speaker."
