id,text
v3_110,"Madam Speaker, the member opposite asked earlier what stops this from being abused, so let me answer with the actual text. An employee must have at least 90 days of continuous employment to be eligible for the leave, which aligns with leave provisions in other provinces. The employee is required to inform the employer ""as soon as possible"" of the need for leave — those are the words in the amendment, and they are not ""whenever it suits the employee"", as I heard put a few minutes ago. The employer may require reasonable medical documentation confirming that the employee is unable to work due to illness or injury. Those elements support the integrity of the leave and give employers reasonable assurance and predictability. Madam Speaker, this amendment is an important step forward. It strengthens protections for workers at a time when they are most vulnerable while keeping a balance that considers the realities of workplaces across the province, and it supports the objective of New Brunswick remaining a place where people can live and work with dignity. No one should have to choose between their health and their job. This closes a clear gap in the Employment Standards Act. Thank you very much, Madam Speaker."
v3_111,"Thank you, Madam Speaker. Our economic development strategy has one priority: build a stronger, more competitive New Brunswick that gives people here somewhere to go. New Brunswick succeeds when our businesses succeed. When a company grows, reaches a new market, and puts money back into its own operation, it hires people, it holds a community together, and it pays into the tax base that funds the services families use every single day. The strategy builds on what we already have. It aims at productivity. It backs the firms that are trying something new, and it helps New Brunswick companies compete in a global economy that will not sit still for them. We are also going after investment and building up the sectors where we can actually win — defence and mining chief among them — and we want that growth to last. Departments will work off the same list of priorities and the same measurable outcomes, and I will be answerable for them. The government cannot do this alone. It takes industry, the universities and colleges, communities, and frankly every member sitting in this House. The people we have shown it to so far like what they see, and what they keep coming back to is that it is clear, it is disciplined, and it says what it will deliver. New Brunswick has what the world wants. We are competing to win, and we are setting the conditions for businesses to grow, for communities to thrive, and for opportunity to spread out past the two or three places that usually get it. A growing economy pays for better services. Thank you, Madam Speaker."
v3_112,"Madam Speaker, I want to recognize the work of Nursing Home Without Walls, which keeps making a real difference for seniors in our communities. Today it is partnering with Horizon Health Network to give seniors hands-on assistance setting up access to MyHealthNB, a secure online portal that lets a person look up their own blood work and their own imaging results rather than waiting on a call back from somebody's office. Staff are there now. They are at the Miramichi Regional Hospital, in the main lobby, today from 7 a.m. to 2 p.m. Bring a Medicare card and an email address. That is all it takes to create an account. Horizon staff verify identity and hand over the access code on the spot, and there is no appointment and no registration needed. This is how a barrier comes down. Seniors stay connected to their own health information, and they stay healthy and independent. Thank you, Madam Speaker."
v3_113,"Madam Speaker, Roméo H. LeBlanc has died at the age of 102. He was an Acadian, and he served in the Second World War. As Minister responsible for Military Affairs, I want to pay tribute to a man who gave this country exceptional service. Mr. LeBlanc did not stop when the war ended. He spent the rest of his life with the veterans' community — visiting them, sitting on committees, chasing down names, photographs, service records, the odd letter home — so that the men and women who served would not be forgotten. He was a courageous man and a dutiful one, and young people who come across his story will be the better for it. On behalf of the government of New Brunswick, I extend my sincerest condolences to his family, to those who loved him, and to the veterans who knew him. We will remember him. Thank you, Madam Speaker."
v3_114,"Madam Speaker, I rise today to recognize the enduring significance of the Battle of Vimy Ridge, fought on April 9, 1917, one of the defining moments in Canada's history. Since 2006, the Vimy Foundation has been dedicated to raising awareness and educating Canadians about the battle. This year's campaign marks the beginning of the lead-up to the 110th anniversary of the battle in 2027, a milestone moment in Canada's history. Vimy Week runs from April 2 to 9, and I encourage all members of this House to wear the Vimy Pin. It is composed of four distinct colours, one for each of the four Canadian divisions that fought together for the first time at Vimy Ridge. By wearing it we honour their courage and their sacrifice and the legacy they left behind. The pin itself is smaller than a dime. Most of them end up in a desk drawer by May. Wear it anyway."
v3_115,"Bill 40 amends the Health Quality and Patient Safety Act, an Act that already tells hospitals how to review a patient safety incident and what to do with what they learn. The government says the amendments will improve how incidents get reviewed, strengthen collaboration, make reviews more consistent, and tell patients and families more. Nobody opposes any of that. But a bill does what it does, not what it means to do.

So what has failed? The Act is on the books already. Are incident reviews not occurring? Are lessons not being shared? Are patients not being informed? Are health authorities ignoring recommendations? Members raised all four at the briefing on the bill, and rightly so. The government has shown us no data pointing to a systemic failure under the current law. Change the law after you find the gap, not before. A doctor diagnoses before treating.

The biggest thing in the bill is a new committee, the New Brunswick Quality of Care and Patient Safety Advisory Committee, which the minister sets up and keeps running. Fine, on paper. Who turns down expert advice on patient safety?

Slow down here. A nurse in Miramichi already answers to Horizon Health Network, a professional regulatory college, an accreditation body, an internal quality review committee, and a patient advocacy office. A nurse an hour west answers to Vitalité Health Network instead. That is five desks before this bill adds a sixth. Are we improving outcomes or adding bureaucracy? Front-line workers keep telling us they fill out forms in the hours they used to spend with patients. Add a reporting layer that improves nothing anyone can measure and you have worsened the very system you set out to help."
v3_116,"Thank you, Madam Speaker. Our government's economic development strategy is focused on one priority: building a stronger and more competitive New Brunswick that is a source of opportunity for people in this province. New Brunswick succeeds when our businesses succeed. A company that grows, reaches a new market, or invests in its operations creates jobs, strengthens the community around it, and drives the economic activity that supports the public services families rely on every day.

The strategy builds on our existing strengths. It focuses on productivity, on innovation, and on helping New Brunswick companies compete in a global economy that keeps moving. It reinforces our commitment to attracting investment, to strengthening key sectors such as defence and mining, and to long-term sustainable growth.

We are taking a coordinated and accountable approach that brings departments together around shared priorities and measurable outcomes. This is not work the government can do alone. It takes industry, academia, communities across the province, and the members of this House. Early feedback from stakeholders has been positive, with recognition of our focus on clarity, discipline, and results.

New Brunswick has what the world wants. I was in Sussex two Fridays ago, at a machine shop with eleven employees on the floor. The owner did not ask me about the strategy. He asked whether the apprentice he took on in March would still be here in three years, or gone to Alberta like the last one. That is the file. Thank you, Madam Speaker."
v3_117,"Thank you, Madam Speaker. I rise today in sadness on the passing of Robert Hosford. Robert was a husband, a father, a pop pop, an uncle, a great-uncle, and a friend. He passed away on Wednesday, November 12. What he left behind is love, laughter, and adventure, and I do not think I can improve on that. Robert was a devoted family man. He was the cornerstone of his family and he put their needs before his own, every time. His love and support knew no bounds. He would lend a hand, or he would just listen. His smile and his laugh could light up a room. His sense of humour could turn the toughest day into a memorable one. Anyone who was at the service knows exactly what I mean. He was his family's biggest cheerleader, proud of what they took on and first to celebrate when it went well. Whether he was cheering on his favourite team or teaching a lesson, Robert's passion for sports was matched only by his love for his family. Please join me in expressing condolences to Robert's family and friends. Thank you."
v3_118,"Madam Speaker, Charlie Burrell shows what one person can do. In Little River he has spent his own time and his own energy building a facility and small homes for people who have nowhere to live — people most of us walk past. He saw his friends, and he calls them his friends every single time, homeless on the streets of Moncton, and instead of turning away he did something. He brings them food and clothing. More than that, he treats them like people. He keeps saying that homelessness is not an issue, it is something happening to somebody, and that everyone is owed some kindness and a chance. Others have got involved because he asked them to. Thank you, Charlie. The last time I was out there, he was arguing with a fellow about the price of plywood and losing. The homes have doors that lock. That is the part he wanted me to mention."
v3_119,"Madam Speaker, our government has presented the 2026-27 capital budget, a historic budget of $1.47 billion, $200 million more than last year and the largest capital budget ever tabled in our province. The member opposite called it, yesterday, ""an election-year road budget."" Those were his words, and I would ask him to look at where the money actually goes. Most of the investment is allocated to the Department of Transportation and Infrastructure, to improve our roads, bridges, ferries, and other essential infrastructure. The health care sector will also see significant investment, to modernize our medical equipment and to renovate our hospitals. In education, the capital budget includes building new schools in Shediac and Moncton and upgrading several institutions elsewhere in the province. These investments are essential to deal with the backlog caused by years of underinvestment. When this House resolves itself into the Committee of Supply to open the capital estimates, I invite the member to test every line of it. Thank you, Madam Speaker."
v3_120,"Madam Speaker, I have heard the word ""approve"" from across the floor a few times this afternoon, and that is the word I want to quarrel with. The bill's aim is to make things easier, not approve them. It is about removing barriers, providing clarity, and ensuring that New Brunswick is prepared to move forward when the time comes. My colleague opposite asked who was at the table. The proposal was drafted in consultation with several departments, including the Office of the Attorney General, Service New Brunswick, the Department of Post-Secondary Education, Training and Labour, and the Department of Indigenous Affairs. The NB Power Board of Directors will continue to oversee all security measures, and that is where financial accountability and risk mitigation sit. The information will be used as the basis of the proposal submitted for government approval, and it will be reviewed before any authorization. Madam Speaker, the Mactaquac Life Achievement Project is a bold and necessary investment in our energy future, and this bill makes sure we meet its challenges with the flexibility and the clarity that will be required. I urge all members of the House to support it and help us take the next step toward securing clean energy for New Brunswickers, today and for decades to come. Thank you, Madam Speaker."
v3_121,"Madam Speaker, Charlie Burrell is an example of what one person can do in their community. In Little River, he has put his time and his own energy into building a facility and small homes for people experiencing homelessness — people who get overlooked and forgotten. He saw his friends, and that is the word he always uses, homeless on the streets of Moncton, and he stepped up instead of turning away. He gives out food and clothing, and, more than that, he gives people dignity and some hope.

I will be honest with members. I am not an expert on housing policy or on addiction, and I do not know whether what Charlie is doing in Little River can be done anywhere else at any scale. I have asked. I have not got a good answer yet. What I do know is that in February there was a man sleeping in a car behind the Irving, and by March that man had a room with a door on it. Charlie has pulled other people in behind him, and more of them turn up every month.

He reminds us that homelessness is not just an issue, it is a human experience, and that everyone deserves kindness and opportunity. Change starts with one person choosing to care. Thank you, Charlie. You care so much."
v3_122,"Madam Speaker, I rise today to recognize the enduring significance of the Battle of Vimy Ridge, fought on April 9, 1917, one of the defining moments in Canada's history. Since 2006, the Vimy Foundation has been dedicated to raising awareness and educating Canadians about the battle. This year's campaign marks the beginning of the lead-up to the 110th anniversary of the battle in 2027.

My colleague from across the floor said last week that we are ""a country that forgets too easily."" I do not think he is wrong. That is what Vimy Week is for, and it runs this year from April 2 to April 9.

I encourage all members of this House to wear the Vimy Pin. The pin is composed of four distinct colours, and it symbolizes the unity and the sacrifice of the four Canadian divisions that fought together for the first time at Vimy Ridge. I have pins here with me, and I will pass them to both sides of the Chamber before we rise.

By wearing it, we honour their courage, their sacrifice, and the legacy they left behind, a legacy that helped define our nation. Thank you, Madam Speaker."
v3_123,"Madam Speaker, our government has presented the 2026-27 capital budget. It is $1.47 billion, $200 million more than last year. That is the largest capital budget ever tabled in this province. Most of the investments will go to the Department of Transportation and Infrastructure to improve our roads, bridges, ferries and other essential infrastructure, and the health care sector will also see significant investments, both to modernize our medical equipment and to renovate hospitals that in some cases have not had serious work done on them in my lifetime. In education, the budget builds new schools in Shediac and Moncton. It upgrades several institutions elsewhere in the province. This is not extravagance. It is the backlog left by years of underinvestment, and it has to be paid down eventually. Thank you, Madam Speaker."
v3_124,"Madam Speaker, our government has tabled the 2026-27 capital budget, and it is a historic one: $1.47 billion, $200 million more than last year, the largest this province has ever tabled. Most of that money goes to the Department of Transportation and Infrastructure. It pays for roads, bridges, ferries and the other essential infrastructure New Brunswickers use without thinking about it. Hospitals get their share too — new medical equipment, and renovations to the buildings themselves. Shediac gets a new school. So does Moncton. Several other institutions around the province get upgrades. We did not invent this backlog. Governments underinvested for years, and someone has to pay that down. These investments keep people safe, they make life better here, and they leave our communities something to work with. Thank you, Madam Speaker."
v3_125,"Madam Speaker, employees must have at least 90 days of continuous employment to be eligible for the leave, which aligns with leave provisions in other provinces. They are required to inform the employer as soon as possible of their need for leave. Employers may require reasonable medical documentation confirming that the employee is unable to work due to illness or injury. Those elements support the integrity of the leave and give employers reasonable assurance and predictability. A member stopped me in the hallway this morning with three questions and I will put them on the record. What happens to a seasonal worker who is 80 days in? Who pays for the note from the doctor? Does a nurse practitioner's signature count as medical documentation? I don't have those answers today. This amendment strengthens protections for workers when they are most vulnerable, while keeping a balanced approach that considers the realities of workplaces across the province. No one should have to choose between their health and their job. It addresses a clear gap in our current legislation, and it keeps a reasonable, structured approach for employers. Thank you very much, Madam Speaker."
v3_126,"The strain on our labour relations has become undeniable, and it is casting a shadow over the collective effort to build prosperity in New Brunswick. I think this government's legislative approach has fallen short, and we ought to acknowledge that. Going forward, we should prioritize genuine dialogue, transparency, and mutual respect in our dealings with workers and their representatives. Trust is built that way or it is not built at all.

Mr. Speaker, in December 2019, this Legislature was embroiled in a contentious debate over essential service legislation, specifically about the wages of nursing home workers. Honestly, I am not an arbitrator and I have never sat at a bargaining table, so I will not pretend to know the mechanics of it better than the people who lived it. What I do know is that Bill 17 imposed conditions on how labour arbitrators could rule on the wages of these workers, and that members of the New Brunswick Council of Nursing Home Unions voiced their opposition and expressed their concern about the impact on their ability to strike and to negotiate a fair wage. Their protest underscored the depth of their discontent.

The law passed. Union leaders decried it as an attack on public-sector labour unions. Sharon Teare, President of the New Brunswick Council of Nursing Home Unions, avowed that their voice would not be silenced, and she emphasized their commitment to fighting for better working conditions and to protecting the rights of nursing home workers, who play a valuable role in our society. I have read her remarks. I would not want to be on the other side of them.

Bill 17 highlighted the ongoing tension between the government and labour unions in this province, particularly on labour rights and collective bargaining. It underscored the challenge in balancing the interests of workers against those of taxpayers and against the government's fiscal responsibility. I do not know where the line sits. I am not sure anyone in here does.

But when we reflect on December 2019 and the passage of Bill 17, we cannot forget that there are members of this government today who were opposed to that bill. They vocally expressed their discontent. They said they would stand with labour movements as long as they could. That has changed today."
v3_127,"Thank you, Madam Speaker. Members of the New Brunswick Psychiatric Association are in the gallery this afternoon, and among them are members of the association's Board of Directors. A member opposite asked across the floor a moment ago who exactly was upstairs, so let me be exact: this is the board, not a delegation. Their work supporting the mental health and well-being of New Brunswickers is essential. The association continues to work with the Department of Health, and that collaboration is helping to strengthen our system of care. I will say more about that later today, when we get to statements by ministers. Thank you. Thank you, Madam Speaker."
v3_128,"As New Brunswickers gather around their Christmas trees this year, they'll be exchanging more than just presents. They'll be swapping stories about how the Holt government has turned its promises into ornaments — sparkly, shiny, and completely hollow. We hear the word ""discipline"" a lot from the other side of this House. I've written it down three times this week. First there was the balanced budget promise, the one we were told would be delivered with fanfare and a drumroll. Instead, what do we have? A deficit under the tree. It's not even the gift that keeps on giving. It's the gift that keeps on taking. Then there's the carbon tax adjustor, which the members opposite keep describing as ""a technical matter."" It is a promise so simple it could have been done with the stroke of a pen. Instead, it's still there, adding to the prices of everything we buy every day. That's not the Christmas cheer we were hoping for. New Brunswickers have been promised a lot of things. This government needs to realize that promises aren't just for the Christmas season. They're for the whole year. It's time they deliver."
v3_129,"Madam Speaker, on October 24, our community celebrated the 105th birthday of Ms. Laura Anderson of Newtown. Laura is remarkable - strong, vibrant, still living independently in her own home. She had her driver's licence until just this past month and still enjoyed short drives on the rural roads she knows so well. Laura and her late husband, Thomas, were pioneers in agriculture and in tourism in this province. They were founding members of the Agricultural Museum of New Brunswick. In 1967, the centennial year, they launched New Brunswick's very first farm vacation experience. Families and travellers came from across the province and from around the world. Laura still shares her humour, her stories and her wisdom, and she has been doing it for 105 years now. Congratulations, Laura, and thank you."
v3_130,"Madam Deputy Speaker, I have never worked a shift in a nursing home, and I would not stand here and tell this House I know what that job takes. What I do know is how those workers were treated under Premier Higgs. They were taken to court. They were told they could relocate to Alberta if they wanted better wages. That was a failure in negotiation and it was a betrayal of the people who provide essential care to our most vulnerable, and it showed a lack of empathy for those on the front lines. Then the school strike ran 16 days and was ended with emergency orders forcing workers back to work. I will grant that a government has to keep schools open. Here is what that looked like on the ground, though: bus drivers in Woodstock who had been out in the cold for two weeks went back with no agreement and no arbitration date. Watering down binding arbitration, scab-friendly legislation, and now this pension bill - it is a pattern, and it erodes the foundation of workers' rights. These decisions hit real livelihoods and the health of our communities, and it is our duty to question them. Madam Deputy Speaker, you will recall the unions expressing their vehement disagreement with the wage-freeze restriction mandate - the 0% mandate in the early years of this government. I do not have the transcript of that meeting in front of me, and I was not in the room. In the face of a global pandemic, our frontline workers were nothing short of heroes. Their commitment and their sacrifices demanded acknowledgement and tangible support. The union leaders rightly asserted that these heroes deserved more than zeroes in their wage agreements."
v3_131,"We are building a system where mental health care and addiction care work hand in hand. Honestly, I am not a clinician and I have never worked in addictions treatment, so I am relying here on the people who do. What they tell me is that these challenges are usually connected in the same person and have to be addressed together.

So we are integrating the services, and the province is creating a seamless continuum of care that spans prevention, treatment, recovery, and harm reduction. That gets people the right supports at every stage of their journey. For children and youth, it means early community-based interventions that can prevent substance use from escalating and reduce long-term harms. For someone already living with addiction, it means timely access to a full range of treatment options: detox services, live-in programs, outpatient counselling, and long-term recovery supports.

Our investments reflect this. The Moncton Addictions and Mental Health Court will offer those facing mental health and addiction challenges an opportunity to access treatment and community supports when they come into contact with the justice system. It gives someone facing criminal charges an alternative pathway to traditional sentencing, connecting them to treatment and recovery supports while easing pressures on the justice system and improving long-term outcomes for participants.

This week we took the first step to expand treatment capacity, and we announced a new 50-bed addiction treatment facility. Is 50 enough? I don't know. I doubt it. We are actively exploring further opportunities to increase the number of treatment beds across New Brunswick.

Well, beds are no good without staff. That is why there are 10 newly established trainer positions dedicated to building the skills, expertise, and resilience of the addictions and mental health workforce. Together, these efforts will strengthen service delivery, create consistency across the province, and help ensure people living with substance use challenges receive the right care at the right time and in the right setting."
v3_132,"Madam Speaker, last September we started a universal breakfast program in every school in New Brunswick. It has been close to a year, and we can see what it does. Students eat in the morning now: milk, eggs, bagels, apples, cheese, and, in one school I was in, a pan of leftover baked beans. FeedNB works with the schools, and much of the food comes off farms and out of businesses here at home. Parents tell us the program saves them time and money, and it takes some of the noise out of the house at seven in the morning. That counts for more when groceries cost what they cost now. A child who has eaten can sit down and learn something. That is what we paid for. Every child should be able to start the day fed, Madam Speaker. Thank you."
v3_133,"Madam Deputy Speaker, Premier Higgs took nursing home workers to court. He told them to go to Alberta if they wanted better wages. Those are the people who lift our parents out of bed, who feed them, who sit with them at the end. A premier who says that to them has not failed at negotiating. He has told them what he thinks they are worth.

The school strike lasted 16 days. It ended when this government signed emergency orders and ordered the workers back into the buildings. A government cannot say it believes in bargaining and in the right to strike and then do that.

This government watered down binding arbitration. It brought in scab-friendly legislation. Now it brings us this pension bill. Custodians, bus drivers, educational assistants, laundry staff, and the woman who does the payroll for all of them — every one of them loses a little more ground each time.

Madam Deputy Speaker, you will recall the unions and their vehement disagreement with the wage-freeze restriction mandate this government proposed in its early years. Zero percent. In a global pandemic, our frontline workers were heroes, and this government offered them zero. They earned more than a round of applause from this Chamber. They earned money. The union leaders said it better than I will: these heroes deserved more than zeroes.

When a government decides these things, somebody's mortgage moves. Somebody's daughter takes the job in Fort McMurray. We are here to question that, and I question it. A fair society lets a worker bargain across the table as an equal, and this one has spent five years making sure she cannot."
v3_134,"Mr. Speaker, this is a government that took nursing home workers to court. That is where we ended up — the Premier in a courtroom against the people who bathe and feed our parents, and then telling them, when they gathered outside, to go to Alberta if they wanted better wages.

The offer on the table was 10.5 cents an hour. Ten and a half cents. On a 37.5-hour week that is $3.94, and something like $205 over a year, in a year when Statistics Canada had grocery prices running 10% to 11% above the year before. Those two numbers do not sit beside each other honestly.

Then came binding arbitration with conditions attached, which is not arbitration. The conditions were the point. Attaching them was a way to keep the workers' actual demands off the table before anybody sat down at it.

His words to the protesters were, ""if you want that kind of wage, then Alberta's where to get it."" That is dismissive, and it ignores what these workers are up against here. Instead of dealing with what was in front of him, the Premier deflected.

And he told us that fair wages would not fix the staffing shortage in our nursing homes. A fair wage is a matter of justice for the worker, yes. It is also the recruitment and retention tool the province has been refusing to pick up.

He never treated it as urgent. He never sat down with them in any meaningful way. His responsibility is to the people of New Brunswick, and we are going to keep reminding him of it."
v3_135,"Madam Speaker, the aim of this bill is to make things easier, not to approve them. It removes barriers. It provides clarity. It puts New Brunswick in a position to move forward when the time comes. The proposal was drafted in consultation with several departments, including the Office of the Attorney General, Service New Brunswick, the Department of Post-Secondary Education, Training and Labour, and the Department of Indigenous Affairs. The NB Power Board of Directors will continue to oversee all security measures, ensuring financial accountability and risk mitigation. The information will be used as the basis of the proposal submitted for government approval, and it will be reviewed before any authorization. I am going to say that one more time, because I have been asked about it twice today: it will be reviewed before any authorization. Madam Speaker, the Mactaquac Life Achievement Project is a bold and necessary investment in our energy future — a bold and necessary investment. This bill ensures that we are prepared to meet its challenges with the flexibility, clarity, and confidence required. I urge all members of the House to support the bill and help us take the next step toward securing clean energy for New Brunswickers, today and for decades to come. Thank you, Madam Speaker."
v3_136,"Employees need 90 days of continuous employment to be eligible for the leave. That lines up with the leave provisions in other provinces. They have to tell their employer as soon as possible that they need it, and the employer may require reasonable medical documentation confirming that the employee is unable to work due to illness or injury. That is not a hurdle. It keeps the leave sound, and it gives the employer something to plan around, which matters a great deal to a small operator who has to cover a shift on short notice for the better part of half a year. Madam Speaker, this amendment is a step forward. It strengthens protections for workers at the time they are most vulnerable, and it does that without ignoring what workplaces across this province actually look like. It also keeps New Brunswick a place where people can live and work with dignity. No one should have to choose between their health and their job. There is a clear gap in our current legislation. This closes it. Thank you very much, Madam Speaker."
